Country,Code,Date,Sex,Age,AgeInt,Cases,Deaths,Tests
Spain,ES21.03.2020,21.03.2020,b,90,10,1306.4,259.3,NA
Spain,ES21.03.2020,21.03.2020,b,100,10,1397.8,658.7,NA
Spain,ES22.03.2020,22.03.2020,b,0,10,225.1,0,NA
Spain,ES22.03.2020,22.03.2020,b,10,10,385.7,2.7,NA
Spain,ES22.03.2020,22.03.2020,b,20,10,2242.7,10.8,NA
Spain,ES22.03.2020,22.03.2020,b,30,10,3853.6,8.1,NA
Spain,ES22.03.2020,22.03.2020,b,40,10,5094.5,24.4,NA
Spain,ES22.03.2020,22.03.2020,b,50,10,5461,54.2,NA
Spain,ES22.03.2020,22.03.2020,b,60,10,5089.3,170.8,NA
Spain,ES22.03.2020,22.03.2020,b,70,10,5466.3,444.5,NA
Spain,ES22.03.2020,22.03.2020,b,80,10,2220.8,324.6,NA
Spain,ES22.03.2020,22.03.2020,b,90,10,1550.2,359.5,NA
Spain,ES22.03.2020,22.03.2020,b,100,10,1499.7,782.3,NA
Spain,ES22.03.2020,22.03.2020,f,0,10,64,0,NA
Spain,ES22.03.2020,22.03.2020,f,10,10,123,1,NA
Spain,ES22.03.2020,22.03.2020,f,20,10,724,1,NA
Spain,ES22.03.2020,22.03.2020,f,30,10,1258,1,NA
Spain,ES22.03.2020,22.03.2020,f,40,10,1487,3,NA
Spain,ES22.03.2020,22.03.2020,f,50,10,1603,7,NA
Spain,ES22.03.2020,22.03.2020,f,60,10,1338,15,NA
Spain,ES22.03.2020,22.03.2020,f,70,10,1237,42,NA
Spain,ES22.03.2020,22.03.2020,f,80,10,373.1,33.3,NA
Spain,ES22.03.2020,22.03.2020,f,90,10,303.8,38.9,NA
Spain,ES22.03.2020,22.03.2020,f,100,10,671.1,144.9,NA
Spain,ES22.03.2020,22.03.2020,m,0,10,65,0,NA
Spain,ES22.03.2020,22.03.2020,m,10,10,98,0,NA
Spain,ES22.03.2020,22.03.2020,m,20,10,559,3,NA
Spain,ES22.03.2020,22.03.2020,m,30,10,949,2,NA
Spain,ES22.03.2020,22.03.2020,m,40,10,1428,6,NA
Spain,ES22.03.2020,22.03.2020,m,50,10,1520,13,NA
Spain,ES22.03.2020,22.03.2020,m,60,10,1557,48,NA
Spain,ES22.03.2020,22.03.2020,m,70,10,1894,122,NA
Spain,ES22.03.2020,22.03.2020,m,80,10,868.9,89.1,NA
Spain,ES22.03.2020,22.03.2020,m,90,10,511.3,92.1,NA
Spain,ES22.03.2020,22.03.2020,m,100,10,285.8,142.9,NA
Spain,ES23.03.2020,23.03.2020,b,0,10,251.9,0,NA
Spain,ES23.03.2020,23.03.2020,b,10,10,438,4.1,NA
Spain,ES23.03.2020,23.03.2020,b,20,10,2620.2,16.4,NA
Spain,ES23.03.2020,23.03.2020,b,30,10,4624.1,20.5,NA
Spain,ES23.03.2020,23.03.2020,b,40,10,6182.3,36.9,NA
Spain,ES23.03.2020,23.03.2020,b,50,10,6653.2,90.1,NA
Spain,ES23.03.2020,23.03.2020,b,60,10,6160.9,303.1,NA
Spain,ES23.03.2020,23.03.2020,b,70,10,6403.2,753.5,NA
Spain,ES23.03.2020,23.03.2020,b,80,10,4932.2,1650.4,NA
Spain,ES23.03.2020,23.03.2020,b,90,10,767.2,350.6,NA
Spain,ES23.03.2020,23.03.2020,b,100,10,639.8,341.5,NA
Spain,ES23.03.2020,23.03.2020,f,0,10,65,0,NA
Spain,ES23.03.2020,23.03.2020,f,10,10,130,1,NA
Spain,ES23.03.2020,23.03.2020,f,20,10,751,1,NA
Spain,ES23.03.2020,23.03.2020,f,30,10,1352,3,NA
Spain,ES23.03.2020,23.03.2020,f,40,10,1645,3,NA
Spain,ES23.03.2020,23.03.2020,f,50,10,1766,8,NA
Spain,ES23.03.2020,23.03.2020,f,60,10,1465,18,NA
Spain,ES23.03.2020,23.03.2020,f,70,10,1294,47,NA
Spain,ES23.03.2020,23.03.2020,f,80,10,1092,150,NA
Spain,ES23.03.2020,23.03.2020,f,90,10,177.4,47.5,NA
Spain,ES23.03.2020,23.03.2020,f,100,10,228.6,36.5,NA
Spain,ES23.03.2020,23.03.2020,m,0,10,65,0,NA
Spain,ES23.03.2020,23.03.2020,m,10,10,96,0,NA
Spain,ES23.03.2020,23.03.2020,m,20,10,599,3,NA
Spain,ES23.03.2020,23.03.2020,m,30,10,1034,2,NA
Spain,ES23.03.2020,23.03.2020,m,40,10,1541,6,NA
Spain,ES23.03.2020,23.03.2020,m,50,10,1664,14,NA
Spain,ES23.03.2020,23.03.2020,m,60,10,1711,56,NA
Spain,ES23.03.2020,23.03.2020,m,70,10,2010,137,NA
Spain,ES23.03.2020,23.03.2020,m,80,10,1453,253,NA
Spain,ES23.03.2020,23.03.2020,m,90,10,199.1,43.3,NA
Spain,ES23.03.2020,23.03.2020,m,100,10,120.9,41.7,NA
Spain,ES24.03.2020,24.03.2020,b,0,10,296.6,0,NA
Spain,ES24.03.2020,24.03.2020,b,10,10,509.1,3.7,NA
Spain,ES24.03.2020,24.03.2020,b,20,10,3147.4,15,NA
Spain,ES24.03.2020,24.03.2020,b,30,10,5557.7,18.7,NA
Spain,ES24.03.2020,24.03.2020,b,40,10,7487.7,37.4,NA
Spain,ES24.03.2020,24.03.2020,b,50,10,8184.9,82.3,NA
Spain,ES24.03.2020,24.03.2020,b,60,10,7532,295.5,NA
Spain,ES24.03.2020,24.03.2020,b,70,10,7868.4,714.5,NA
Spain,ES24.03.2020,24.03.2020,b,80,10,6055.7,1601,NA
Spain,ES24.03.2020,24.03.2020,b,90,10,1010.5,338.2,NA
Spain,ES24.03.2020,24.03.2020,b,100,10,760.2,327.7,NA
Spain,ES24.03.2020,24.03.2020,f,0,10,67,0,NA
Spain,ES24.03.2020,24.03.2020,f,10,10,133,1,NA
Spain,ES24.03.2020,24.03.2020,f,20,10,803,1,NA
Spain,ES24.03.2020,24.03.2020,f,30,10,1424,3,NA
Spain,ES24.03.2020,24.03.2020,f,40,10,1759,3,NA
Spain,ES24.03.2020,24.03.2020,f,50,10,1910,7,NA
Spain,ES24.03.2020,24.03.2020,f,60,10,1561,20,NA
Spain,ES24.03.2020,24.03.2020,f,70,10,1395,48,NA
Spain,ES24.03.2020,24.03.2020,f,80,10,1176,159,NA
Spain,ES24.03.2020,24.03.2020,f,90,10,197.6,51.2,NA
Spain,ES24.03.2020,24.03.2020,f,100,10,250.4,37.8,NA
Spain,ES24.03.2020,24.03.2020,m,0,10,66,0,NA
Spain,ES24.03.2020,24.03.2020,m,10,10,94,0,NA
Spain,ES24.03.2020,24.03.2020,m,20,10,617,3,NA
Spain,ES24.03.2020,24.03.2020,m,30,10,1086,2,NA
Spain,ES24.03.2020,24.03.2020,m,40,10,1618,7,NA
Spain,ES24.03.2020,24.03.2020,m,50,10,1785,15,NA
Spain,ES24.03.2020,24.03.2020,m,60,10,1839,59,NA
Spain,ES24.03.2020,24.03.2020,m,70,10,2158,143,NA
Spain,ES24.03.2020,24.03.2020,m,80,10,1560,269,NA
Spain,ES24.03.2020,24.03.2020,m,90,10,222.8,45.9,NA
Spain,ES24.03.2020,24.03.2020,m,100,10,129.2,43.1,NA
Spain,ES25.03.2020,25.03.2020,b,0,10,299.6,0,NA
Spain,ES25.03.2020,25.03.2020,b,10,10,517.1,3.1,NA
Spain,ES25.03.2020,25.03.2020,b,20,10,3308,12.3,NA
Spain,ES25.03.2020,25.03.2020,b,30,10,5914,21.6,NA
Spain,ES25.03.2020,25.03.2020,b,40,10,8638.1,58.6,NA
Spain,ES25.03.2020,25.03.2020,b,50,10,9843.5,107.9,NA
Spain,ES25.03.2020,25.03.2020,b,60,10,9240.8,351.5,NA
Spain,ES25.03.2020,25.03.2020,b,70,10,9206.6,934.4,NA
Spain,ES25.03.2020,25.03.2020,b,80,10,6985.8,1831.7,NA
Spain,ES25.03.2020,25.03.2020,b,90,10,1328.4,389.1,NA
Spain,ES25.03.2020,25.03.2020,b,100,10,906,378.7,NA
Spain,ES25.03.2020,25.03.2020,f,0,10,80,0,NA
Spain,ES25.03.2020,25.03.2020,f,10,10,167,1,NA
Spain,ES25.03.2020,25.03.2020,f,20,10,1139,0,NA
Spain,ES25.03.2020,25.03.2020,f,30,10,1967,4,NA
Spain,ES25.03.2020,25.03.2020,f,40,10,2690,10,NA
Spain,ES25.03.2020,25.03.2020,f,50,10,3032,7,NA
Spain,ES25.03.2020,25.03.2020,f,60,10,2516,41,NA
Spain,ES25.03.2020,25.03.2020,f,70,10,2152,84,NA
Spain,ES25.03.2020,25.03.2020,f,80,10,1843,230,NA
Spain,ES25.03.2020,25.03.2020,f,90,10,373.3,70.2,NA
Spain,ES25.03.2020,25.03.2020,f,100,10,403.7,50.8,NA
Spain,ES25.03.2020,25.03.2020,m,0,10,95,0,NA
Spain,ES25.03.2020,25.03.2020,m,10,10,135,0,NA
Spain,ES25.03.2020,25.03.2020,m,20,10,790,4,NA
Spain,ES25.03.2020,25.03.2020,m,30,10,1487,3,NA
Spain,ES25.03.2020,25.03.2020,m,40,10,2355,9,NA
Spain,ES25.03.2020,25.03.2020,m,50,10,2715,28,NA
Spain,ES25.03.2020,25.03.2020,m,60,10,2879,73,NA
Spain,ES25.03.2020,25.03.2020,m,70,10,3223,219,NA
Spain,ES25.03.2020,25.03.2020,m,80,10,2237,364,NA
Spain,ES25.03.2020,25.03.2020,m,90,10,359.5,66.9,NA
Spain,ES25.03.2020,25.03.2020,m,100,10,168.5,61.1,NA
Spain,ES26.03.2020,26.03.2020,b,0,10,338.5,0,NA
Spain,ES26.03.2020,26.03.2020,b,10,10,583.6,3.6,NA
Spain,ES26.03.2020,26.03.2020,b,20,10,3761.4,14.2,NA
Spain,ES26.03.2020,26.03.2020,b,30,10,6686.6,24.9,NA
Spain,ES26.03.2020,26.03.2020,b,40,10,9804.6,67.5,NA
Spain,ES26.03.2020,26.03.2020,b,50,10,11278.5,124.4,NA
Spain,ES26.03.2020,26.03.2020,b,60,10,10535.9,422.9,NA
Spain,ES26.03.2020,26.03.2020,b,70,10,10511.6,1133.7,NA
Spain,ES26.03.2020,26.03.2020,b,80,10,7981,2160.7,NA
Spain,ES26.03.2020,26.03.2020,b,90,10,1578.4,470.4,NA
Spain,ES26.03.2020,26.03.2020,b,100,10,999,435.8,NA
Spain,ES26.03.2020,26.03.2020,f,0,10,82,0,NA
Spain,ES26.03.2020,26.03.2020,f,10,10,170,1,NA
Spain,ES26.03.2020,26.03.2020,f,20,10,1186,0,NA
Spain,ES26.03.2020,26.03.2020,f,30,10,2037,4,NA
Spain,ES26.03.2020,26.03.2020,f,40,10,2798,10,NA
Spain,ES26.03.2020,26.03.2020,f,50,10,3178,7,NA
Spain,ES26.03.2020,26.03.2020,f,60,10,2636,44,NA
Spain,ES26.03.2020,26.03.2020,f,70,10,2258,89,NA
Spain,ES26.03.2020,26.03.2020,f,80,10,1949,239,NA
Spain,ES26.03.2020,26.03.2020,f,90,10,403.8,71.7,NA
Spain,ES26.03.2020,26.03.2020,f,100,10,426.2,51.3,NA
Spain,ES26.03.2020,26.03.2020,m,0,10,99,0,NA
Spain,ES26.03.2020,26.03.2020,m,10,10,142,0,NA
Spain,ES26.03.2020,26.03.2020,m,20,10,822,4,NA
Spain,ES26.03.2020,26.03.2020,m,30,10,1538,3,NA
Spain,ES26.03.2020,26.03.2020,m,40,10,2444,9,NA
Spain,ES26.03.2020,26.03.2020,m,50,10,2850,28,NA
Spain,ES26.03.2020,26.03.2020,m,60,10,2995,75,NA
Spain,ES26.03.2020,26.03.2020,m,70,10,3360,230,NA
Spain,ES26.03.2020,26.03.2020,m,80,10,2318,369,NA
Spain,ES26.03.2020,26.03.2020,m,90,10,375.5,68.9,NA
Spain,ES26.03.2020,26.03.2020,m,100,10,172.5,63.1,NA
Spain,ES27.03.2020,27.03.2020,b,0,10,371.2,0,NA
Spain,ES27.03.2020,27.03.2020,b,10,10,632.6,3.9,NA
Spain,ES27.03.2020,27.03.2020,b,20,10,4166.7,15.8,NA
Spain,ES27.03.2020,27.03.2020,b,30,10,7531.1,27.6,NA
Spain,ES27.03.2020,27.03.2020,b,40,10,11077.2,75,NA
Spain,ES27.03.2020,27.03.2020,b,50,10,12819.3,146,NA
Spain,ES27.03.2020,27.03.2020,b,60,10,11933.2,485.3,NA
Spain,ES27.03.2020,27.03.2020,b,70,10,11819.5,1353.4,NA
Spain,ES27.03.2020,27.03.2020,b,80,10,8973.9,2533.3,NA
Spain,ES27.03.2020,27.03.2020,b,90,10,1837.4,557.3,NA
Spain,ES27.03.2020,27.03.2020,b,100,10,1086.1,492.4,NA
Spain,ES27.03.2020,27.03.2020,f,0,10,83,0,NA
Spain,ES27.03.2020,27.03.2020,f,10,10,174,1,NA
Spain,ES27.03.2020,27.03.2020,f,20,10,1228,0,NA
Spain,ES27.03.2020,27.03.2020,f,30,10,2148,4,NA
Spain,ES27.03.2020,27.03.2020,f,40,10,2973,10,NA
Spain,ES27.03.2020,27.03.2020,f,50,10,3368,8,NA
Spain,ES27.03.2020,27.03.2020,f,60,10,2790,45,NA
Spain,ES27.03.2020,27.03.2020,f,70,10,2396,95,NA
Spain,ES27.03.2020,27.03.2020,f,80,10,2076,258,NA
Spain,ES27.03.2020,27.03.2020,f,90,10,439.5,34.9,NA
Spain,ES27.03.2020,27.03.2020,f,100,10,451.5,94.1,NA
Spain,ES27.03.2020,27.03.2020,m,0,10,103,0,NA
Spain,ES27.03.2020,27.03.2020,m,10,10,143,0,NA
Spain,ES27.03.2020,27.03.2020,m,20,10,857,4,NA
Spain,ES27.03.2020,27.03.2020,m,30,10,1626,3,NA
Spain,ES27.03.2020,27.03.2020,m,40,10,2578,9,NA
Spain,ES27.03.2020,27.03.2020,m,50,10,3054,29,NA
Spain,ES27.03.2020,27.03.2020,m,60,10,3187,78,NA
Spain,ES27.03.2020,27.03.2020,m,70,10,3527,248,NA
Spain,ES27.03.2020,27.03.2020,m,80,10,2421,384,NA
Spain,ES27.03.2020,27.03.2020,m,90,10,396.5,71.6,NA
Spain,ES27.03.2020,27.03.2020,m,100,10,177.5,65.4,NA
Spain,ES28.03.2020,28.03.2020,b,0,10,324.7,0,NA
Spain,ES28.03.2020,28.03.2020,b,10,10,564.7,2.4,NA
Spain,ES28.03.2020,28.03.2020,b,20,10,4395.1,14.3,NA
Spain,ES28.03.2020,28.03.2020,b,30,10,8106.4,23.9,NA
Spain,ES28.03.2020,28.03.2020,b,40,10,12126.6,83.6,NA
Spain,ES28.03.2020,28.03.2020,b,50,10,14328.9,176.8,NA
Spain,ES28.03.2020,28.03.2020,b,60,10,13325,537.4,NA
Spain,ES28.03.2020,28.03.2020,b,70,10,13201.1,1789,NA
Spain,ES28.03.2020,28.03.2020,b,80,10,9594.9,2854.4,NA
Spain,ES28.03.2020,28.03.2020,b,90,10,1777.8,548.9,NA
Spain,ES28.03.2020,28.03.2020,b,100,10,1051.9,497.3,NA
Spain,ES28.03.2020,28.03.2020,f,0,10,96,0,NA
Spain,ES28.03.2020,28.03.2020,f,10,10,195,1,NA
Spain,ES28.03.2020,28.03.2020,f,20,10,1693,0,NA
Spain,ES28.03.2020,28.03.2020,f,30,10,2957,5,NA
Spain,ES28.03.2020,28.03.2020,f,40,10,4143,16,NA
Spain,ES28.03.2020,28.03.2020,f,50,10,4751,18,NA
Spain,ES28.03.2020,28.03.2020,f,60,10,3903,75,NA
Spain,ES28.03.2020,28.03.2020,f,70,10,3422,213,NA
Spain,ES28.03.2020,28.03.2020,f,80,10,2820,467,NA
Spain,ES28.03.2020,28.03.2020,f,90,10,556.4,83.9,NA
Spain,ES28.03.2020,28.03.2020,f,100,10,517.6,131.1,NA
Spain,ES28.03.2020,28.03.2020,m,0,10,110,0,NA
Spain,ES28.03.2020,28.03.2020,m,10,10,162,0,NA
Spain,ES28.03.2020,28.03.2020,m,20,10,1106,6,NA
Spain,ES28.03.2020,28.03.2020,m,30,10,2210,5,NA
Spain,ES28.03.2020,28.03.2020,m,40,10,3586,19,NA
Spain,ES28.03.2020,28.03.2020,m,50,10,4382,55,NA
Spain,ES28.03.2020,28.03.2020,m,60,10,4589,150,NA
Spain,ES28.03.2020,28.03.2020,m,70,10,4994,541,NA
Spain,ES28.03.2020,28.03.2020,m,80,10,3297,720,NA
Spain,ES28.03.2020,28.03.2020,m,90,10,527.6,124.7,NA
Spain,ES28.03.2020,28.03.2020,m,100,10,202.4,93.3,NA
Spain,ES29.03.2020,29.03.2020,b,0,10,349.8,0,NA
Spain,ES29.03.2020,29.03.2020,b,10,10,607.3,2.6,NA
Spain,ES29.03.2020,29.03.2020,b,20,10,4757.6,15.8,NA
Spain,ES29.03.2020,29.03.2020,b,30,10,8830.4,26.4,NA
Spain,ES29.03.2020,29.03.2020,b,40,10,13144.1,94.9,NA
Spain,ES29.03.2020,29.03.2020,b,50,10,15495.7,205.6,NA
Spain,ES29.03.2020,29.03.2020,b,60,10,14429.6,611.7,NA
Spain,ES29.03.2020,29.03.2020,b,70,10,14233.3,2001.1,NA
Spain,ES29.03.2020,29.03.2020,b,80,10,10322.2,3206,NA
Spain,ES29.03.2020,29.03.2020,b,90,10,1927.9,631,NA
Spain,ES29.03.2020,29.03.2020,b,100,10,1096.9,544.9,NA
Spain,ES29.03.2020,29.03.2020,f,0,10,98,0,NA
Spain,ES29.03.2020,29.03.2020,f,10,10,197,1,NA
Spain,ES29.03.2020,29.03.2020,f,20,10,1749,0,NA
Spain,ES29.03.2020,29.03.2020,f,30,10,3069,5,NA
Spain,ES29.03.2020,29.03.2020,f,40,10,4265,16,NA
Spain,ES29.03.2020,29.03.2020,f,50,10,4897,19,NA
Spain,ES29.03.2020,29.03.2020,f,60,10,4041,78,NA
Spain,ES29.03.2020,29.03.2020,f,70,10,3519,209,NA
Spain,ES29.03.2020,29.03.2020,f,80,10,2892,475,NA
Spain,ES29.03.2020,29.03.2020,f,90,10,570.7,87.6,NA
Spain,ES29.03.2020,29.03.2020,f,100,10,525.3,133.4,NA
Spain,ES29.03.2020,29.03.2020,m,0,10,113,0,NA
Spain,ES29.03.2020,29.03.2020,m,10,10,168,0,NA
Spain,ES29.03.2020,29.03.2020,m,20,10,1130,6,NA
Spain,ES29.03.2020,29.03.2020,m,30,10,2281,5,NA
Spain,ES29.03.2020,29.03.2020,m,40,10,3696,20,NA
Spain,ES29.03.2020,29.03.2020,m,50,10,4490,59,NA
Spain,ES29.03.2020,29.03.2020,m,60,10,4727,154,NA
Spain,ES29.03.2020,29.03.2020,m,70,10,5105,550,NA
Spain,ES29.03.2020,29.03.2020,m,80,10,3362,740,NA
Spain,ES29.03.2020,29.03.2020,m,90,10,533.9,129.5,NA
Spain,ES29.03.2020,29.03.2020,m,100,10,203.1,95.5,NA
Spain,ES30.03.2020,30.03.2020,b,0,10,398.2,2.5,NA
Spain,ES30.03.2020,30.03.2020,b,10,10,668.8,2.5,NA
Spain,ES30.03.2020,30.03.2020,b,20,10,5132.3,14.7,NA
Spain,ES30.03.2020,30.03.2020,b,30,10,9624.8,31.9,NA
Spain,ES30.03.2020,30.03.2020,b,40,10,14452.5,105.5,NA
Spain,ES30.03.2020,30.03.2020,b,50,10,17200.8,242.9,NA
Spain,ES30.03.2020,30.03.2020,b,60,10,15989.2,723.9,NA
Spain,ES30.03.2020,30.03.2020,b,70,10,15817.3,2243,NA
Spain,ES30.03.2020,30.03.2020,b,80,10,11671.9,3538.7,NA
Spain,ES30.03.2020,30.03.2020,b,90,10,2267,701.3,NA
Spain,ES30.03.2020,30.03.2020,b,100,10,1194.2,582.2,NA
Spain,ES30.03.2020,30.03.2020,f,0,10,119,1,NA
Spain,ES30.03.2020,30.03.2020,f,10,10,208,1,NA
Spain,ES30.03.2020,30.03.2020,f,20,10,1808,0,NA
Spain,ES30.03.2020,30.03.2020,f,30,10,3237,6,NA
Spain,ES30.03.2020,30.03.2020,f,40,10,4539,18,NA
Spain,ES30.03.2020,30.03.2020,f,50,10,5295,27,NA
Spain,ES30.03.2020,30.03.2020,f,60,10,4329,96,NA
Spain,ES30.03.2020,30.03.2020,f,70,10,3800,261,NA
Spain,ES30.03.2020,30.03.2020,f,80,10,3148,568,NA
Spain,ES30.03.2020,30.03.2020,f,90,10,636.1,117.1,NA
Spain,ES30.03.2020,30.03.2020,f,100,10,562.9,141.9,NA
Spain,ES30.03.2020,30.03.2020,m,0,10,115,0,NA
Spain,ES30.03.2020,30.03.2020,m,10,10,185,0,NA
Spain,ES30.03.2020,30.03.2020,m,20,10,1204,6,NA
Spain,ES30.03.2020,30.03.2020,m,30,10,2419,7,NA
Spain,ES30.03.2020,30.03.2020,m,40,10,3952,25,NA
Spain,ES30.03.2020,30.03.2020,m,50,10,4810,72,NA
Spain,ES30.03.2020,30.03.2020,m,60,10,5064,202,NA
Spain,ES30.03.2020,30.03.2020,m,70,10,5494,653,NA
Spain,ES30.03.2020,30.03.2020,m,80,10,3710,874,NA
Spain,ES30.03.2020,30.03.2020,m,90,10,616.8,157.6,NA
Spain,ES30.03.2020,30.03.2020,m,100,10,218.2,106.4,NA
Spain,ES31.03.2020,31.03.2020,b,0,10,425.9,2.7,NA
Spain,ES31.03.2020,31.03.2020,b,10,10,724.4,2.7,NA
Spain,ES31.03.2020,31.03.2020,b,20,10,5531.5,16,NA
Spain,ES31.03.2020,31.03.2020,b,30,10,10349.6,37.3,NA
Spain,ES31.03.2020,31.03.2020,b,40,10,15615.4,117.3,NA
Spain,ES31.03.2020,31.03.2020,b,50,10,18576.8,269.2,NA
Spain,ES31.03.2020,31.03.2020,b,60,10,17320.9,802.4,NA
Spain,ES31.03.2020,31.03.2020,b,70,10,17186.2,2476.5,NA
Spain,ES31.03.2020,31.03.2020,b,80,10,12650.3,3894.7,NA
Spain,ES31.03.2020,31.03.2020,b,90,10,2498.7,798.9,NA
Spain,ES31.03.2020,31.03.2020,b,100,10,1256.3,635.3,NA
Spain,ES31.03.2020,31.03.2020,f,0,10,207.5,2.7,NA
Spain,ES31.03.2020,31.03.2020,f,10,10,384.1,2.7,NA
Spain,ES31.03.2020,31.03.2020,f,20,10,3349.6,0,NA
Spain,ES31.03.2020,31.03.2020,f,30,10,5961.9,18.7,NA
Spain,ES31.03.2020,31.03.2020,f,40,10,8361.2,48,NA
Spain,ES31.03.2020,31.03.2020,f,50,10,9715.6,77.3,NA
Spain,ES31.03.2020,31.03.2020,f,60,10,7953.4,258.6,NA
Spain,ES31.03.2020,31.03.2020,f,70,10,6992.2,706.4,NA
Spain,ES31.03.2020,31.03.2020,f,80,10,5898.2,1543.5,NA
Spain,ES31.03.2020,31.03.2020,f,90,10,1363.7,359.9,NA
Spain,ES31.03.2020,31.03.2020,f,100,10,875.4,343.8,NA
Spain,ES31.03.2020,31.03.2020,m,0,10,218.5,0,NA
Spain,ES31.03.2020,31.03.2020,m,10,10,340.4,0,NA
Spain,ES31.03.2020,31.03.2020,m,20,10,2175.4,16,NA
Spain,ES31.03.2020,31.03.2020,m,30,10,4389,18.7,NA
Spain,ES31.03.2020,31.03.2020,m,40,10,7252.5,69.3,NA
Spain,ES31.03.2020,31.03.2020,m,50,10,8860,191.9,NA
Spain,ES31.03.2020,31.03.2020,m,60,10,9360.6,543.8,NA
Spain,ES31.03.2020,31.03.2020,m,70,10,10192.5,1770.1,NA
Spain,ES31.03.2020,31.03.2020,m,80,10,6751.9,2351.2,NA
Spain,ES31.03.2020,31.03.2020,m,90,10,1217.1,525.9,NA
Spain,ES31.03.2020,31.03.2020,m,100,10,299.3,204.6,NA
Sweden,SW06.04.2020,06.04.2020,b,0,10,43,0,NA
Sweden,SW06.04.2020,06.04.2020,b,10,10,143.1,0,NA
Sweden,SW06.04.2020,06.04.2020,b,20,10,503.4,3,NA
Sweden,SW06.04.2020,06.04.2020,b,30,10,651.5,1,NA
Sweden,SW06.04.2020,06.04.2020,b,40,10,935.8,1,NA
Sweden,SW06.04.2020,06.04.2020,b,50,10,1292.1,22,NA
Sweden,SW06.04.2020,06.04.2020,b,60,10,1025.9,32,NA
Sweden,SW06.04.2020,06.04.2020,b,70,10,1047.9,126,NA
Sweden,SW06.04.2020,06.04.2020,b,80,10,1061.9,196,NA
Sweden,SW06.04.2020,06.04.2020,b,90,10,337.5,47.5,NA
Sweden,SW06.04.2020,06.04.2020,b,100,10,164,48.5,NA
Sweden,SW08.04.2020,08.04.2020,b,0,10,49.1,0,NA
Sweden,SW08.04.2020,08.04.2020,b,10,10,149.2,0,NA
Sweden,SW08.04.2020,08.04.2020,b,20,10,606.6,3,NA
Sweden,SW08.04.2020,08.04.2020,b,30,10,771.8,1,NA
Sweden,SW08.04.2020,08.04.2020,b,40,10,1094.2,2,NA
Sweden,SW08.04.2020,08.04.2020,b,50,10,1467.6,28,NA
Sweden,SW08.04.2020,08.04.2020,b,60,10,1175.3,49,NA
Sweden,SW08.04.2020,08.04.2020,b,70,10,1214.3,182,NA
Sweden,SW08.04.2020,08.04.2020,b,80,10,1253.3,280,NA
Sweden,SW08.04.2020,08.04.2020,b,90,10,445.1,75,NA
Sweden,SW08.04.2020,08.04.2020,b,100,10,192.5,67,NA
Sweden,SW09.04.2020,09.04.2020,b,0,10,53.1,0,NA
Sweden,SW09.04.2020,09.04.2020,b,10,10,153.2,0,NA
Sweden,SW09.04.2020,09.04.2020,b,20,10,666.7,3,NA
Sweden,SW09.04.2020,09.04.2020,b,30,10,848.9,1,NA
Sweden,SW09.04.2020,09.04.2020,b,40,10,1194.3,4,NA
Sweden,SW09.04.2020,09.04.2020,b,50,10,1583.7,31,NA
Sweden,SW09.04.2020,09.04.2020,b,60,10,1273.4,57,NA
Sweden,SW09.04.2020,09.04.2020,b,70,10,1304.4,203,NA
Sweden,SW09.04.2020,09.04.2020,b,80,10,1358.5,325,NA
Sweden,SW09.04.2020,09.04.2020,b,90,10,499.8,92.8,NA
Sweden,SW09.04.2020,09.04.2020,b,100,10,205,76.2,NA
Switzerland,SZ06.04.2020,06.04.2020,b,0,10,78,0,NA
Switzerland,SZ06.04.2020,06.04.2020,b,10,10,532,0,NA
Switzerland,SZ06.04.2020,06.04.2020,b,20,10,2403,0,NA
Switzerland,SZ06.04.2020,06.04.2020,b,30,10,2787,3,NA
Switzerland,SZ06.04.2020,06.04.2020,b,40,10,3388,1,NA
Switzerland,SZ06.04.2020,06.04.2020,b,50,10,4531,14,NA
Switzerland,SZ06.04.2020,06.04.2020,b,60,10,2782,46,NA
Switzerland,SZ06.04.2020,06.04.2020,b,70,10,2172,138,NA
Switzerland,SZ06.04.2020,06.04.2020,b,80,10,1212.9,116.3,NA
Switzerland,SZ06.04.2020,06.04.2020,b,90,10,962.8,125.8,NA
Switzerland,SZ06.04.2020,06.04.2020,b,100,10,325.3,138.9,NA
Switzerland,SZ06.04.2020,06.04.2020,f,0,10,32,0,NA
Switzerland,SZ06.04.2020,06.04.2020,f,10,10,308,0,NA
Switzerland,SZ06.04.2020,06.04.2020,f,20,10,1450,0,NA
Switzerland,SZ06.04.2020,06.04.2020,f,30,10,1584,2,NA
Switzerland,SZ06.04.2020,06.04.2020,f,40,10,1925,0,NA
Switzerland,SZ06.04.2020,06.04.2020,f,50,10,2301,5,NA
Switzerland,SZ06.04.2020,06.04.2020,f,60,10,1190,10,NA
Switzerland,SZ06.04.2020,06.04.2020,f,70,10,970,42,NA
Switzerland,SZ06.04.2020,06.04.2020,f,80,10,614.1,37,NA
Switzerland,SZ06.04.2020,06.04.2020,f,90,10,582.9,41,NA
Switzerland,SZ06.04.2020,06.04.2020,f,100,10,244.1,73,NA
Switzerland,SZ06.04.2020,06.04.2020,m,0,10,46,0,NA
Switzerland,SZ06.04.2020,06.04.2020,m,10,10,224,0,NA
Switzerland,SZ06.04.2020,06.04.2020,m,20,10,953,0,NA
