Country,Region,Code,Date,Sex,Age,AgeInt,Metric,Measure,Value,Short
Chile,All,CL11.04.2020,11.04.2020,m,15,5,Count,Measure,73,CL
Chile,All,CL11.04.2020,11.04.2020,m,20,5,Count,Measure,243,CL
Chile,All,CL11.04.2020,11.04.2020,m,25,5,Count,Measure,409,CL
Chile,All,CL11.04.2020,11.04.2020,m,30,5,Count,Measure,440,CL
Chile,All,CL11.04.2020,11.04.2020,m,35,5,Count,Measure,399,CL
Chile,All,CL11.04.2020,11.04.2020,m,40,5,Count,Measure,358,CL
Chile,All,CL11.04.2020,11.04.2020,m,45,5,Count,Measure,342,CL
Chile,All,CL11.04.2020,11.04.2020,m,50,5,Count,Measure,284,CL
Chile,All,CL11.04.2020,11.04.2020,m,55,5,Count,Measure,258,CL
Chile,All,CL11.04.2020,11.04.2020,m,60,5,Count,Measure,190,CL
Chile,All,CL11.04.2020,11.04.2020,m,65,5,Count,Measure,130,CL
Chile,All,CL11.04.2020,11.04.2020,m,70,5,Count,Measure,108,CL
Chile,All,CL11.04.2020,11.04.2020,m,75,5,Count,Measure,77,CL
Chile,All,CL11.04.2020,11.04.2020,m,80,25,Count,Measure,78,CL
Chile,All,CL11.04.2020,11.04.2020,m,UNK,NA,Count,Measure,0,CL
Chile,All,CL12.04.2020,12.04.2020,b,0,5,Count,Measure,77,CL
Chile,All,CL12.04.2020,12.04.2020,b,5,5,Count,Measure,64,CL
Chile,All,CL12.04.2020,12.04.2020,b,10,5,Count,Measure,99,CL
Chile,All,CL12.04.2020,12.04.2020,b,15,5,Count,Measure,185,CL
Chile,All,CL12.04.2020,12.04.2020,b,20,5,Count,Measure,505,CL
Chile,All,CL12.04.2020,12.04.2020,b,25,5,Count,Measure,911,CL
Chile,All,CL12.04.2020,12.04.2020,b,30,5,Count,Measure,963,CL
Chile,All,CL12.04.2020,12.04.2020,b,35,5,Count,Measure,842,CL
Chile,All,CL12.04.2020,12.04.2020,b,40,5,Count,Measure,756,CL
Chile,All,CL12.04.2020,12.04.2020,b,45,5,Count,Measure,695,CL
Chile,All,CL12.04.2020,12.04.2020,b,50,5,Count,Measure,623,CL
Chile,All,CL12.04.2020,12.04.2020,b,55,5,Count,Measure,511,CL
Chile,All,CL12.04.2020,12.04.2020,b,60,5,Count,Measure,389,CL
Chile,All,CL12.04.2020,12.04.2020,b,65,5,Count,Measure,254,CL
Chile,All,CL12.04.2020,12.04.2020,b,70,5,Count,Measure,207,CL
Chile,All,CL12.04.2020,12.04.2020,b,75,5,Count,Measure,144,CL
Chile,All,CL12.04.2020,12.04.2020,b,80,25,Count,Measure,187,CL
Chile,All,CL12.04.2020,12.04.2020,b,UNK,NA,Count,Measure,0,CL
Chile,All,CL12.04.2020,12.04.2020,b,0,40,Count,Measure,3,CL
Chile,All,CL12.04.2020,12.04.2020,b,40,10,Count,Measure,2,CL
Chile,All,CL12.04.2020,12.04.2020,b,50,10,Count,Measure,3,CL
Chile,All,CL12.04.2020,12.04.2020,b,60,10,Count,Measure,12,CL
Chile,All,CL12.04.2020,12.04.2020,b,70,10,Count,Measure,28,CL
Chile,All,CL12.04.2020,12.04.2020,b,80,10,Count,Measure,25,CL
Chile,All,CL12.04.2020,12.04.2020,b,90,15,Count,Measure,7,CL
Chile,All,CL12.04.2020,12.04.2020,b,UNK,NA,Count,Measure,0,CL
Chile,All,CL12.04.2020,12.04.2020,f,0,5,Count,Measure,39,CL
Chile,All,CL12.04.2020,12.04.2020,f,5,5,Count,Measure,37,CL
Chile,All,CL12.04.2020,12.04.2020,f,10,5,Count,Measure,48,CL
Chile,All,CL12.04.2020,12.04.2020,f,15,5,Count,Measure,108,CL
Chile,All,CL12.04.2020,12.04.2020,f,20,5,Count,Measure,253,CL
Chile,All,CL12.04.2020,12.04.2020,f,25,5,Count,Measure,477,CL
Chile,All,CL12.04.2020,12.04.2020,f,30,5,Count,Measure,494,CL
Chile,All,CL12.04.2020,12.04.2020,f,35,5,Count,Measure,419,CL
Chile,All,CL12.04.2020,12.04.2020,f,40,5,Count,Measure,369,CL
Chile,All,CL12.04.2020,12.04.2020,f,45,5,Count,Measure,338,CL
Chile,All,CL12.04.2020,12.04.2020,f,50,5,Count,Measure,315,CL
Chile,All,CL12.04.2020,12.04.2020,f,55,5,Count,Measure,243,CL
Chile,All,CL12.04.2020,12.04.2020,f,60,5,Count,Measure,188,CL
Chile,All,CL12.04.2020,12.04.2020,f,65,5,Count,Measure,119,CL
Chile,All,CL12.04.2020,12.04.2020,f,70,5,Count,Measure,95,CL
Chile,All,CL12.04.2020,12.04.2020,f,75,5,Count,Measure,64,CL
Chile,All,CL12.04.2020,12.04.2020,f,80,25,Count,Measure,107,CL
Chile,All,CL12.04.2020,12.04.2020,f,UNK,NA,Count,Measure,0,CL
Chile,All,CL12.04.2020,12.04.2020,m,0,5,Count,Measure,38,CL
Chile,All,CL12.04.2020,12.04.2020,m,5,5,Count,Measure,27,CL
Chile,All,CL12.04.2020,12.04.2020,m,10,5,Count,Measure,51,CL
Chile,All,CL12.04.2020,12.04.2020,m,15,5,Count,Measure,77,CL
Chile,All,CL12.04.2020,12.04.2020,m,20,5,Count,Measure,252,CL
Chile,All,CL12.04.2020,12.04.2020,m,25,5,Count,Measure,434,CL
Chile,All,CL12.04.2020,12.04.2020,m,30,5,Count,Measure,469,CL
Chile,All,CL12.04.2020,12.04.2020,m,35,5,Count,Measure,423,CL
Chile,All,CL12.04.2020,12.04.2020,m,40,5,Count,Measure,387,CL
Chile,All,CL12.04.2020,12.04.2020,m,45,5,Count,Measure,357,CL
Chile,All,CL12.04.2020,12.04.2020,m,50,5,Count,Measure,308,CL
Chile,All,CL12.04.2020,12.04.2020,m,55,5,Count,Measure,268,CL
Chile,All,CL12.04.2020,12.04.2020,m,60,5,Count,Measure,201,CL
Chile,All,CL12.04.2020,12.04.2020,m,65,5,Count,Measure,135,CL
Chile,All,CL12.04.2020,12.04.2020,m,70,5,Count,Measure,112,CL
Chile,All,CL12.04.2020,12.04.2020,m,75,5,Count,Measure,80,CL
Chile,All,CL12.04.2020,12.04.2020,m,80,25,Count,Measure,80,CL
Chile,All,CL12.04.2020,12.04.2020,m,UNK,NA,Count,Measure,0,CL
Chile,All,CL13.04.2020,13.04.2020,b,0,40,Count,Measure,3,CL
Chile,All,CL13.04.2020,13.04.2020,b,40,10,Count,Measure,2,CL
Chile,All,CL13.04.2020,13.04.2020,b,50,10,Count,Measure,3,CL
Chile,All,CL13.04.2020,13.04.2020,b,60,10,Count,Measure,12,CL
Chile,All,CL13.04.2020,13.04.2020,b,70,10,Count,Measure,29,CL
Chile,All,CL13.04.2020,13.04.2020,b,80,10,Count,Measure,26,CL
Chile,All,CL13.04.2020,13.04.2020,b,90,15,Count,Measure,7,CL
Chile,All,CL13.04.2020,13.04.2020,b,UNK,NA,Count,Measure,0,CL
China,All,CN11.02.2020,11.02.2020,b,0,10,Count,Measure,416,CN
China,All,CN11.02.2020,11.02.2020,b,10,10,Count,Measure,549,CN
China,All,CN11.02.2020,11.02.2020,b,20,10,Count,Measure,3619,CN
China,All,CN11.02.2020,11.02.2020,b,30,10,Count,Measure,7600,CN
China,All,CN11.02.2020,11.02.2020,b,40,10,Count,Measure,8571,CN
China,All,CN11.02.2020,11.02.2020,b,50,10,Count,Measure,10008,CN
China,All,CN11.02.2020,11.02.2020,b,60,10,Count,Measure,8583,CN
China,All,CN11.02.2020,11.02.2020,b,70,10,Count,Measure,3918,CN
China,All,CN11.02.2020,11.02.2020,b,80,25,Count,Measure,1408,CN
China,All,CN11.02.2020,11.02.2020,b,0,10,Count,Measure,0,CN
China,All,CN11.02.2020,11.02.2020,b,10,10,Count,Measure,1,CN
China,All,CN11.02.2020,11.02.2020,b,20,10,Count,Measure,7,CN
China,All,CN11.02.2020,11.02.2020,b,30,10,Count,Measure,18,CN
China,All,CN11.02.2020,11.02.2020,b,40,10,Count,Measure,38,CN
China,All,CN11.02.2020,11.02.2020,b,50,10,Count,Measure,130,CN
China,All,CN11.02.2020,11.02.2020,b,60,10,Count,Measure,309,CN
China,All,CN11.02.2020,11.02.2020,b,70,10,Count,Measure,312,CN
China,All,CN11.02.2020,11.02.2020,b,80,25,Count,Measure,208,CN
Colombia,All,CO20.3.2020,20.3.2020,b,0,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,b,5,5,Count,Measure,1,CO
Colombia,All,CO20.3.2020,20.3.2020,b,10,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,b,15,5,Count,Measure,7,CO
Colombia,All,CO20.3.2020,20.3.2020,b,20,5,Count,Measure,26,CO
Colombia,All,CO20.3.2020,20.3.2020,b,25,5,Count,Measure,23,CO
Colombia,All,CO20.3.2020,20.3.2020,b,30,5,Count,Measure,21,CO
Colombia,All,CO20.3.2020,20.3.2020,b,35,5,Count,Measure,13,CO
Colombia,All,CO20.3.2020,20.3.2020,b,40,5,Count,Measure,13,CO
Colombia,All,CO20.3.2020,20.3.2020,b,45,5,Count,Measure,16,CO
Colombia,All,CO20.3.2020,20.3.2020,b,50,5,Count,Measure,21,CO
Colombia,All,CO20.3.2020,20.3.2020,b,55,5,Count,Measure,9,CO
Colombia,All,CO20.3.2020,20.3.2020,b,60,5,Count,Measure,7,CO
Colombia,All,CO20.3.2020,20.3.2020,b,65,5,Count,Measure,7,CO
Colombia,All,CO20.3.2020,20.3.2020,b,70,5,Count,Measure,6,CO
Colombia,All,CO20.3.2020,20.3.2020,b,75,5,Count,Measure,3,CO
Colombia,All,CO20.3.2020,20.3.2020,b,80,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,b,85,5,Count,Measure,2,CO
Colombia,All,CO20.3.2020,20.3.2020,b,90,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,b,95,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,b,100,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,b,0,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,b,5,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,b,10,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,b,15,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,b,20,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,b,25,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,b,30,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,b,35,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,b,40,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,b,45,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,b,50,5,Count,Measure,1,CO
Colombia,All,CO20.3.2020,20.3.2020,b,55,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,b,60,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,b,65,5,Count,Measure,1,CO
Colombia,All,CO20.3.2020,20.3.2020,b,70,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,b,75,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,b,80,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,b,85,5,Count,Measure,1,CO
Colombia,All,CO20.3.2020,20.3.2020,b,90,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,b,95,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,b,100,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,f,0,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,f,5,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,f,10,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,f,15,5,Count,Measure,3,CO
Colombia,All,CO20.3.2020,20.3.2020,f,20,5,Count,Measure,13,CO
Colombia,All,CO20.3.2020,20.3.2020,f,25,5,Count,Measure,10,CO
Colombia,All,CO20.3.2020,20.3.2020,f,30,5,Count,Measure,7,CO
Colombia,All,CO20.3.2020,20.3.2020,f,35,5,Count,Measure,7,CO
Colombia,All,CO20.3.2020,20.3.2020,f,40,5,Count,Measure,10,CO
Colombia,All,CO20.3.2020,20.3.2020,f,45,5,Count,Measure,9,CO
Colombia,All,CO20.3.2020,20.3.2020,f,50,5,Count,Measure,8,CO
Colombia,All,CO20.3.2020,20.3.2020,f,55,5,Count,Measure,3,CO
Colombia,All,CO20.3.2020,20.3.2020,f,60,5,Count,Measure,3,CO
Colombia,All,CO20.3.2020,20.3.2020,f,65,5,Count,Measure,4,CO
Colombia,All,CO20.3.2020,20.3.2020,f,70,5,Count,Measure,2,CO
Colombia,All,CO20.3.2020,20.3.2020,f,75,5,Count,Measure,1,CO
Colombia,All,CO20.3.2020,20.3.2020,f,80,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,f,85,5,Count,Measure,1,CO
Colombia,All,CO20.3.2020,20.3.2020,f,90,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,f,95,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,f,100,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,f,0,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,f,5,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,f,10,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,f,15,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,f,20,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,f,25,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,f,30,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,f,35,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,f,40,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,f,45,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,f,50,5,Count,Measure,1,CO
Colombia,All,CO20.3.2020,20.3.2020,f,55,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,f,60,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,f,65,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,f,70,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,f,75,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,f,80,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,f,85,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,f,90,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,f,95,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,f,100,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,m,0,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,m,5,5,Count,Measure,1,CO
Colombia,All,CO20.3.2020,20.3.2020,m,10,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,m,15,5,Count,Measure,4,CO
Colombia,All,CO20.3.2020,20.3.2020,m,20,5,Count,Measure,13,CO
Colombia,All,CO20.3.2020,20.3.2020,m,25,5,Count,Measure,13,CO
Colombia,All,CO20.3.2020,20.3.2020,m,30,5,Count,Measure,14,CO
Colombia,All,CO20.3.2020,20.3.2020,m,35,5,Count,Measure,6,CO
Colombia,All,CO20.3.2020,20.3.2020,m,40,5,Count,Measure,3,CO
Colombia,All,CO20.3.2020,20.3.2020,m,45,5,Count,Measure,7,CO
Colombia,All,CO20.3.2020,20.3.2020,m,50,5,Count,Measure,13,CO
Colombia,All,CO20.3.2020,20.3.2020,m,55,5,Count,Measure,6,CO
Colombia,All,CO20.3.2020,20.3.2020,m,60,5,Count,Measure,4,CO
Colombia,All,CO20.3.2020,20.3.2020,m,65,5,Count,Measure,3,CO
Colombia,All,CO20.3.2020,20.3.2020,m,70,5,Count,Measure,4,CO
Colombia,All,CO20.3.2020,20.3.2020,m,75,5,Count,Measure,2,CO
Colombia,All,CO20.3.2020,20.3.2020,m,80,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,m,85,5,Count,Measure,1,CO
Colombia,All,CO20.3.2020,20.3.2020,m,90,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,m,95,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,m,100,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,m,0,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,m,5,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,m,10,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,m,15,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,m,20,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,m,25,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,m,30,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,m,35,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,m,40,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,m,45,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,m,50,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,m,55,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,m,60,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,m,65,5,Count,Measure,1,CO
Colombia,All,CO20.3.2020,20.3.2020,m,70,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,m,75,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,m,80,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,m,85,5,Count,Measure,1,CO
Colombia,All,CO20.3.2020,20.3.2020,m,90,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,m,95,5,Count,Measure,0,CO
Colombia,All,CO20.3.2020,20.3.2020,m,100,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,b,0,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,b,5,5,Count,Measure,1,CO
Colombia,All,CO21.3.2020,21.3.2020,b,10,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,b,15,5,Count,Measure,8,CO
Colombia,All,CO21.3.2020,21.3.2020,b,20,5,Count,Measure,28,CO
Colombia,All,CO21.3.2020,21.3.2020,b,25,5,Count,Measure,31,CO
Colombia,All,CO21.3.2020,21.3.2020,b,30,5,Count,Measure,22,CO
Colombia,All,CO21.3.2020,21.3.2020,b,35,5,Count,Measure,15,CO
Colombia,All,CO21.3.2020,21.3.2020,b,40,5,Count,Measure,17,CO
Colombia,All,CO21.3.2020,21.3.2020,b,45,5,Count,Measure,17,CO
Colombia,All,CO21.3.2020,21.3.2020,b,50,5,Count,Measure,26,CO
Colombia,All,CO21.3.2020,21.3.2020,b,55,5,Count,Measure,12,CO
Colombia,All,CO21.3.2020,21.3.2020,b,60,5,Count,Measure,10,CO
Colombia,All,CO21.3.2020,21.3.2020,b,65,5,Count,Measure,9,CO
Colombia,All,CO21.3.2020,21.3.2020,b,70,5,Count,Measure,8,CO
Colombia,All,CO21.3.2020,21.3.2020,b,75,5,Count,Measure,3,CO
Colombia,All,CO21.3.2020,21.3.2020,b,80,5,Count,Measure,1,CO
Colombia,All,CO21.3.2020,21.3.2020,b,85,5,Count,Measure,2,CO
Colombia,All,CO21.3.2020,21.3.2020,b,90,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,b,95,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,b,100,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,b,0,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,b,5,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,b,10,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,b,15,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,b,20,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,b,25,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,b,30,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,b,35,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,b,40,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,b,45,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,b,50,5,Count,Measure,1,CO
Colombia,All,CO21.3.2020,21.3.2020,b,55,5,Count,Measure,1,CO
Colombia,All,CO21.3.2020,21.3.2020,b,60,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,b,65,5,Count,Measure,1,CO
Colombia,All,CO21.3.2020,21.3.2020,b,70,5,Count,Measure,1,CO
Colombia,All,CO21.3.2020,21.3.2020,b,75,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,b,80,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,b,85,5,Count,Measure,1,CO
Colombia,All,CO21.3.2020,21.3.2020,b,90,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,b,95,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,b,100,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,f,0,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,f,5,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,f,10,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,f,15,5,Count,Measure,3,CO
Colombia,All,CO21.3.2020,21.3.2020,f,20,5,Count,Measure,15,CO
Colombia,All,CO21.3.2020,21.3.2020,f,25,5,Count,Measure,11,CO
Colombia,All,CO21.3.2020,21.3.2020,f,30,5,Count,Measure,8,CO
Colombia,All,CO21.3.2020,21.3.2020,f,35,5,Count,Measure,7,CO
Colombia,All,CO21.3.2020,21.3.2020,f,40,5,Count,Measure,13,CO
Colombia,All,CO21.3.2020,21.3.2020,f,45,5,Count,Measure,10,CO
Colombia,All,CO21.3.2020,21.3.2020,f,50,5,Count,Measure,13,CO
Colombia,All,CO21.3.2020,21.3.2020,f,55,5,Count,Measure,4,CO
Colombia,All,CO21.3.2020,21.3.2020,f,60,5,Count,Measure,5,CO
Colombia,All,CO21.3.2020,21.3.2020,f,65,5,Count,Measure,6,CO
Colombia,All,CO21.3.2020,21.3.2020,f,70,5,Count,Measure,3,CO
Colombia,All,CO21.3.2020,21.3.2020,f,75,5,Count,Measure,1,CO
Colombia,All,CO21.3.2020,21.3.2020,f,80,5,Count,Measure,1,CO
Colombia,All,CO21.3.2020,21.3.2020,f,85,5,Count,Measure,1,CO
Colombia,All,CO21.3.2020,21.3.2020,f,90,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,f,95,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,f,100,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,f,0,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,f,5,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,f,10,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,f,15,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,f,20,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,f,25,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,f,30,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,f,35,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,f,40,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,f,45,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,f,50,5,Count,Measure,1,CO
Colombia,All,CO21.3.2020,21.3.2020,f,55,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,f,60,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,f,65,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,f,70,5,Count,Measure,1,CO
Colombia,All,CO21.3.2020,21.3.2020,f,75,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,f,80,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,f,85,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,f,90,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,f,95,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,f,100,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,m,0,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,m,5,5,Count,Measure,1,CO
Colombia,All,CO21.3.2020,21.3.2020,m,10,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,m,15,5,Count,Measure,5,CO
Colombia,All,CO21.3.2020,21.3.2020,m,20,5,Count,Measure,13,CO
Colombia,All,CO21.3.2020,21.3.2020,m,25,5,Count,Measure,20,CO
Colombia,All,CO21.3.2020,21.3.2020,m,30,5,Count,Measure,14,CO
Colombia,All,CO21.3.2020,21.3.2020,m,35,5,Count,Measure,8,CO
Colombia,All,CO21.3.2020,21.3.2020,m,40,5,Count,Measure,4,CO
Colombia,All,CO21.3.2020,21.3.2020,m,45,5,Count,Measure,7,CO
Colombia,All,CO21.3.2020,21.3.2020,m,50,5,Count,Measure,13,CO
Colombia,All,CO21.3.2020,21.3.2020,m,55,5,Count,Measure,8,CO
Colombia,All,CO21.3.2020,21.3.2020,m,60,5,Count,Measure,5,CO
Colombia,All,CO21.3.2020,21.3.2020,m,65,5,Count,Measure,3,CO
Colombia,All,CO21.3.2020,21.3.2020,m,70,5,Count,Measure,5,CO
Colombia,All,CO21.3.2020,21.3.2020,m,75,5,Count,Measure,2,CO
Colombia,All,CO21.3.2020,21.3.2020,m,80,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,m,85,5,Count,Measure,1,CO
Colombia,All,CO21.3.2020,21.3.2020,m,90,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,m,95,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,m,100,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,m,0,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,m,5,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,m,10,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,m,15,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,m,20,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,m,25,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,m,30,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,m,35,5,Count,Measure,0,CO
Colombia,All,CO21.3.2020,21.3.2020,m,40,5,Count,Measure,0,CO
