Country,Region,Code,Date,Sex,Age,AgeInt,Metric,Measure,Value,Short
Belgium,All,BE01.03.2020,01.03.2020,b,0,10,Count,Measure,0,BE
Belgium,All,BE01.03.2020,01.03.2020,b,10,10,Count,Measure,4,BE
Belgium,All,BE01.03.2020,01.03.2020,b,20,10,Count,Measure,1,BE
Belgium,All,BE01.03.2020,01.03.2020,b,30,10,Count,Measure,1,BE
Belgium,All,BE01.03.2020,01.03.2020,b,40,10,Count,Measure,5,BE
Belgium,All,BE01.03.2020,01.03.2020,b,50,10,Count,Measure,3,BE
Belgium,All,BE01.03.2020,01.03.2020,b,60,10,Count,Measure,1,BE
Belgium,All,BE01.03.2020,01.03.2020,b,70,10,Count,Measure,1,BE
Belgium,All,BE01.03.2020,01.03.2020,b,80,10,Count,Measure,0,BE
Belgium,All,BE01.03.2020,01.03.2020,b,90,15,Count,Measure,0,BE
Belgium,All,BE01.03.2020,01.03.2020,b,UNK,NA,Count,Measure,0,BE
Belgium,All,BE01.03.2020,01.03.2020,b,0,25,Count,Measure,0,BE
Belgium,All,BE01.03.2020,01.03.2020,b,25,20,Count,Measure,0,BE
Belgium,All,BE01.03.2020,01.03.2020,b,45,20,Count,Measure,0,BE
Belgium,All,BE01.03.2020,01.03.2020,b,65,10,Count,Measure,0,BE
Belgium,All,BE01.03.2020,01.03.2020,b,75,10,Count,Measure,0,BE
Belgium,All,BE01.03.2020,01.03.2020,b,85,20,Count,Measure,0,BE
Belgium,All,BE01.03.2020,01.03.2020,b,UNK,NA,Count,Measure,0,BE
Belgium,All,BE01.03.2020,01.03.2020,f,0,10,Count,Measure,0,BE
Belgium,All,BE01.03.2020,01.03.2020,f,10,10,Count,Measure,3,BE
Belgium,All,BE01.03.2020,01.03.2020,f,20,10,Count,Measure,0,BE
Belgium,All,BE01.03.2020,01.03.2020,f,30,10,Count,Measure,1,BE
Belgium,All,BE01.03.2020,01.03.2020,f,40,10,Count,Measure,2,BE
Belgium,All,BE01.03.2020,01.03.2020,f,50,10,Count,Measure,1,BE
Belgium,All,BE01.03.2020,01.03.2020,f,60,10,Count,Measure,0,BE
Belgium,All,BE01.03.2020,01.03.2020,f,70,10,Count,Measure,0,BE
Belgium,All,BE01.03.2020,01.03.2020,f,80,10,Count,Measure,0,BE
Belgium,All,BE01.03.2020,01.03.2020,f,90,15,Count,Measure,0,BE
Belgium,All,BE01.03.2020,01.03.2020,f,UNK,NA,Count,Measure,0,BE
Belgium,All,BE01.03.2020,01.03.2020,f,0,25,Count,Measure,0,BE
Belgium,All,BE01.03.2020,01.03.2020,f,25,20,Count,Measure,0,BE
Belgium,All,BE01.03.2020,01.03.2020,f,45,20,Count,Measure,0,BE
Belgium,All,BE01.03.2020,01.03.2020,f,65,10,Count,Measure,0,BE
Belgium,All,BE01.03.2020,01.03.2020,f,75,10,Count,Measure,0,BE
Belgium,All,BE01.03.2020,01.03.2020,f,85,20,Count,Measure,0,BE
Belgium,All,BE01.03.2020,01.03.2020,f,UNK,NA,Count,Measure,0,BE
Belgium,All,BE01.03.2020,01.03.2020,m,0,10,Count,Measure,0,BE
Belgium,All,BE01.03.2020,01.03.2020,m,10,10,Count,Measure,1,BE
Belgium,All,BE01.03.2020,01.03.2020,m,20,10,Count,Measure,1,BE
Belgium,All,BE01.03.2020,01.03.2020,m,30,10,Count,Measure,0,BE
Belgium,All,BE01.03.2020,01.03.2020,m,40,10,Count,Measure,3,BE
Belgium,All,BE01.03.2020,01.03.2020,m,50,10,Count,Measure,2,BE
Belgium,All,BE01.03.2020,01.03.2020,m,60,10,Count,Measure,1,BE
Belgium,All,BE01.03.2020,01.03.2020,m,70,10,Count,Measure,1,BE
Belgium,All,BE01.03.2020,01.03.2020,m,80,10,Count,Measure,0,BE
Belgium,All,BE01.03.2020,01.03.2020,m,90,15,Count,Measure,0,BE
Belgium,All,BE01.03.2020,01.03.2020,m,UNK,NA,Count,Measure,0,BE
Belgium,All,BE01.03.2020,01.03.2020,m,0,25,Count,Measure,0,BE
Belgium,All,BE01.03.2020,01.03.2020,m,25,20,Count,Measure,0,BE
Belgium,All,BE01.03.2020,01.03.2020,m,45,20,Count,Measure,0,BE
Belgium,All,BE01.03.2020,01.03.2020,m,65,10,Count,Measure,0,BE
Belgium,All,BE01.03.2020,01.03.2020,m,75,10,Count,Measure,0,BE
Belgium,All,BE01.03.2020,01.03.2020,m,85,20,Count,Measure,0,BE
Belgium,All,BE01.03.2020,01.03.2020,m,UNK,NA,Count,Measure,0,BE
Belgium,All,BE02.03.2020,02.03.2020,b,0,10,Count,Measure,0,BE
Belgium,All,BE02.03.2020,02.03.2020,b,10,10,Count,Measure,8,BE
Belgium,All,BE02.03.2020,02.03.2020,b,20,10,Count,Measure,2,BE
Belgium,All,BE02.03.2020,02.03.2020,b,30,10,Count,Measure,1,BE
Belgium,All,BE02.03.2020,02.03.2020,b,40,10,Count,Measure,11,BE
Belgium,All,BE02.03.2020,02.03.2020,b,50,10,Count,Measure,6,BE
Belgium,All,BE02.03.2020,02.03.2020,b,60,10,Count,Measure,3,BE
Belgium,All,BE02.03.2020,02.03.2020,b,70,10,Count,Measure,2,BE
Belgium,All,BE02.03.2020,02.03.2020,b,80,10,Count,Measure,0,BE
Belgium,All,BE02.03.2020,02.03.2020,b,90,15,Count,Measure,0,BE
Belgium,All,BE02.03.2020,02.03.2020,b,UNK,NA,Count,Measure,0,BE
Belgium,All,BE02.03.2020,02.03.2020,b,0,25,Count,Measure,0,BE
Belgium,All,BE02.03.2020,02.03.2020,b,25,20,Count,Measure,0,BE
Belgium,All,BE02.03.2020,02.03.2020,b,45,20,Count,Measure,0,BE
Belgium,All,BE02.03.2020,02.03.2020,b,65,10,Count,Measure,0,BE
Belgium,All,BE02.03.2020,02.03.2020,b,75,10,Count,Measure,0,BE
Belgium,All,BE02.03.2020,02.03.2020,b,85,20,Count,Measure,0,BE
Belgium,All,BE02.03.2020,02.03.2020,b,UNK,NA,Count,Measure,0,BE
Belgium,All,BE02.03.2020,02.03.2020,f,0,10,Count,Measure,0,BE
Belgium,All,BE02.03.2020,02.03.2020,f,10,10,Count,Measure,4,BE
Belgium,All,BE02.03.2020,02.03.2020,f,20,10,Count,Measure,0,BE
Belgium,All,BE02.03.2020,02.03.2020,f,30,10,Count,Measure,1,BE
Belgium,All,BE02.03.2020,02.03.2020,f,40,10,Count,Measure,5,BE
Belgium,All,BE02.03.2020,02.03.2020,f,50,10,Count,Measure,2,BE
Belgium,All,BE02.03.2020,02.03.2020,f,60,10,Count,Measure,2,BE
Belgium,All,BE02.03.2020,02.03.2020,f,70,10,Count,Measure,0,BE
Belgium,All,BE02.03.2020,02.03.2020,f,80,10,Count,Measure,0,BE
Belgium,All,BE02.03.2020,02.03.2020,f,90,15,Count,Measure,0,BE
Belgium,All,BE02.03.2020,02.03.2020,f,UNK,NA,Count,Measure,0,BE
Belgium,All,BE02.03.2020,02.03.2020,f,0,25,Count,Measure,0,BE
Belgium,All,BE02.03.2020,02.03.2020,f,25,20,Count,Measure,0,BE
Belgium,All,BE02.03.2020,02.03.2020,f,45,20,Count,Measure,0,BE
Belgium,All,BE02.03.2020,02.03.2020,f,65,10,Count,Measure,0,BE
Belgium,All,BE02.03.2020,02.03.2020,f,75,10,Count,Measure,0,BE
Belgium,All,BE02.03.2020,02.03.2020,f,85,20,Count,Measure,0,BE
Belgium,All,BE02.03.2020,02.03.2020,f,UNK,NA,Count,Measure,0,BE
Belgium,All,BE02.03.2020,02.03.2020,m,0,10,Count,Measure,0,BE
Belgium,All,BE02.03.2020,02.03.2020,m,10,10,Count,Measure,4,BE
Belgium,All,BE02.03.2020,02.03.2020,m,20,10,Count,Measure,2,BE
Belgium,All,BE02.03.2020,02.03.2020,m,30,10,Count,Measure,0,BE
Belgium,All,BE02.03.2020,02.03.2020,m,40,10,Count,Measure,6,BE
Belgium,All,BE02.03.2020,02.03.2020,m,50,10,Count,Measure,4,BE
Belgium,All,BE02.03.2020,02.03.2020,m,60,10,Count,Measure,1,BE
Belgium,All,BE02.03.2020,02.03.2020,m,70,10,Count,Measure,2,BE
Belgium,All,BE02.03.2020,02.03.2020,m,80,10,Count,Measure,0,BE
Belgium,All,BE02.03.2020,02.03.2020,m,90,15,Count,Measure,0,BE
Belgium,All,BE02.03.2020,02.03.2020,m,UNK,NA,Count,Measure,0,BE
Belgium,All,BE02.03.2020,02.03.2020,m,0,25,Count,Measure,0,BE
Belgium,All,BE02.03.2020,02.03.2020,m,25,20,Count,Measure,0,BE
Belgium,All,BE02.03.2020,02.03.2020,m,45,20,Count,Measure,0,BE
Belgium,All,BE02.03.2020,02.03.2020,m,65,10,Count,Measure,0,BE
Belgium,All,BE02.03.2020,02.03.2020,m,75,10,Count,Measure,0,BE
Belgium,All,BE02.03.2020,02.03.2020,m,85,20,Count,Measure,0,BE
Belgium,All,BE02.03.2020,02.03.2020,m,UNK,NA,Count,Measure,0,BE
Belgium,All,BE03.03.2020,03.03.2020,b,0,10,Count,Measure,1,BE
Belgium,All,BE03.03.2020,03.03.2020,b,10,10,Count,Measure,13,BE
Belgium,All,BE03.03.2020,03.03.2020,b,20,10,Count,Measure,7,BE
Belgium,All,BE03.03.2020,03.03.2020,b,30,10,Count,Measure,6,BE
Belgium,All,BE03.03.2020,03.03.2020,b,40,10,Count,Measure,21,BE
Belgium,All,BE03.03.2020,03.03.2020,b,50,10,Count,Measure,10,BE
Belgium,All,BE03.03.2020,03.03.2020,b,60,10,Count,Measure,4,BE
Belgium,All,BE03.03.2020,03.03.2020,b,70,10,Count,Measure,7,BE
Belgium,All,BE03.03.2020,03.03.2020,b,80,10,Count,Measure,0,BE
Belgium,All,BE03.03.2020,03.03.2020,b,90,15,Count,Measure,0,BE
Belgium,All,BE03.03.2020,03.03.2020,b,UNK,NA,Count,Measure,0,BE
Belgium,All,BE03.03.2020,03.03.2020,b,0,25,Count,Measure,0,BE
Belgium,All,BE03.03.2020,03.03.2020,b,25,20,Count,Measure,0,BE
Belgium,All,BE03.03.2020,03.03.2020,b,45,20,Count,Measure,0,BE
Belgium,All,BE03.03.2020,03.03.2020,b,65,10,Count,Measure,0,BE
Belgium,All,BE03.03.2020,03.03.2020,b,75,10,Count,Measure,0,BE
Belgium,All,BE03.03.2020,03.03.2020,b,85,20,Count,Measure,0,BE
Belgium,All,BE03.03.2020,03.03.2020,b,UNK,NA,Count,Measure,0,BE
Belgium,All,BE03.03.2020,03.03.2020,f,0,10,Count,Measure,1,BE
Belgium,All,BE03.03.2020,03.03.2020,f,10,10,Count,Measure,6,BE
Belgium,All,BE03.03.2020,03.03.2020,f,20,10,Count,Measure,1,BE
Belgium,All,BE03.03.2020,03.03.2020,f,30,10,Count,Measure,5,BE
Belgium,All,BE03.03.2020,03.03.2020,f,40,10,Count,Measure,11,BE
Belgium,All,BE03.03.2020,03.03.2020,f,50,10,Count,Measure,4,BE
Belgium,All,BE03.03.2020,03.03.2020,f,60,10,Count,Measure,3,BE
Belgium,All,BE03.03.2020,03.03.2020,f,70,10,Count,Measure,2,BE
Belgium,All,BE03.03.2020,03.03.2020,f,80,10,Count,Measure,0,BE
Belgium,All,BE03.03.2020,03.03.2020,f,90,15,Count,Measure,0,BE
Belgium,All,BE03.03.2020,03.03.2020,f,UNK,NA,Count,Measure,0,BE
Belgium,All,BE03.03.2020,03.03.2020,f,0,25,Count,Measure,0,BE
Belgium,All,BE03.03.2020,03.03.2020,f,25,20,Count,Measure,0,BE
Belgium,All,BE03.03.2020,03.03.2020,f,45,20,Count,Measure,0,BE
Belgium,All,BE03.03.2020,03.03.2020,f,65,10,Count,Measure,0,BE
Belgium,All,BE03.03.2020,03.03.2020,f,75,10,Count,Measure,0,BE
Belgium,All,BE03.03.2020,03.03.2020,f,85,20,Count,Measure,0,BE
Belgium,All,BE03.03.2020,03.03.2020,f,UNK,NA,Count,Measure,0,BE
Belgium,All,BE03.03.2020,03.03.2020,m,0,10,Count,Measure,0,BE
Belgium,All,BE03.03.2020,03.03.2020,m,10,10,Count,Measure,7,BE
Belgium,All,BE03.03.2020,03.03.2020,m,20,10,Count,Measure,6,BE
Belgium,All,BE03.03.2020,03.03.2020,m,30,10,Count,Measure,1,BE
Belgium,All,BE03.03.2020,03.03.2020,m,40,10,Count,Measure,10,BE
Belgium,All,BE03.03.2020,03.03.2020,m,50,10,Count,Measure,6,BE
Belgium,All,BE03.03.2020,03.03.2020,m,60,10,Count,Measure,1,BE
Belgium,All,BE03.03.2020,03.03.2020,m,70,10,Count,Measure,5,BE
Belgium,All,BE03.03.2020,03.03.2020,m,80,10,Count,Measure,0,BE
Belgium,All,BE03.03.2020,03.03.2020,m,90,15,Count,Measure,0,BE
Belgium,All,BE03.03.2020,03.03.2020,m,UNK,NA,Count,Measure,0,BE
Belgium,All,BE03.03.2020,03.03.2020,m,0,25,Count,Measure,0,BE
Belgium,All,BE03.03.2020,03.03.2020,m,25,20,Count,Measure,0,BE
Belgium,All,BE03.03.2020,03.03.2020,m,45,20,Count,Measure,0,BE
Belgium,All,BE03.03.2020,03.03.2020,m,65,10,Count,Measure,0,BE
Belgium,All,BE03.03.2020,03.03.2020,m,75,10,Count,Measure,0,BE
Belgium,All,BE03.03.2020,03.03.2020,m,85,20,Count,Measure,0,BE
Belgium,All,BE03.03.2020,03.03.2020,m,UNK,NA,Count,Measure,0,BE
Belgium,All,BE04.03.2020,04.03.2020,b,0,10,Count,Measure,4,BE
Belgium,All,BE04.03.2020,04.03.2020,b,10,10,Count,Measure,25,BE
Belgium,All,BE04.03.2020,04.03.2020,b,20,10,Count,Measure,13,BE
Belgium,All,BE04.03.2020,04.03.2020,b,30,10,Count,Measure,11,BE
Belgium,All,BE04.03.2020,04.03.2020,b,40,10,Count,Measure,31,BE
Belgium,All,BE04.03.2020,04.03.2020,b,50,10,Count,Measure,17,BE
Belgium,All,BE04.03.2020,04.03.2020,b,60,10,Count,Measure,11,BE
Belgium,All,BE04.03.2020,04.03.2020,b,70,10,Count,Measure,9,BE
Belgium,All,BE04.03.2020,04.03.2020,b,80,10,Count,Measure,1,BE
Belgium,All,BE04.03.2020,04.03.2020,b,90,15,Count,Measure,1,BE
Belgium,All,BE04.03.2020,04.03.2020,b,UNK,NA,Count,Measure,1,BE
Belgium,All,BE04.03.2020,04.03.2020,b,0,25,Count,Measure,0,BE
Belgium,All,BE04.03.2020,04.03.2020,b,25,20,Count,Measure,0,BE
Belgium,All,BE04.03.2020,04.03.2020,b,45,20,Count,Measure,0,BE
Belgium,All,BE04.03.2020,04.03.2020,b,65,10,Count,Measure,0,BE
Belgium,All,BE04.03.2020,04.03.2020,b,75,10,Count,Measure,0,BE
Belgium,All,BE04.03.2020,04.03.2020,b,85,20,Count,Measure,0,BE
Belgium,All,BE04.03.2020,04.03.2020,b,UNK,NA,Count,Measure,0,BE
Belgium,All,BE04.03.2020,04.03.2020,f,0,10,Count,Measure,2,BE
Belgium,All,BE04.03.2020,04.03.2020,f,10,10,Count,Measure,11,BE
Belgium,All,BE04.03.2020,04.03.2020,f,20,10,Count,Measure,5,BE
Belgium,All,BE04.03.2020,04.03.2020,f,30,10,Count,Measure,7,BE
Belgium,All,BE04.03.2020,04.03.2020,f,40,10,Count,Measure,15,BE
Belgium,All,BE04.03.2020,04.03.2020,f,50,10,Count,Measure,8,BE
Belgium,All,BE04.03.2020,04.03.2020,f,60,10,Count,Measure,6,BE
Belgium,All,BE04.03.2020,04.03.2020,f,70,10,Count,Measure,4,BE
Belgium,All,BE04.03.2020,04.03.2020,f,80,10,Count,Measure,1,BE
Belgium,All,BE04.03.2020,04.03.2020,f,90,15,Count,Measure,1,BE
Belgium,All,BE04.03.2020,04.03.2020,f,UNK,NA,Count,Measure,0,BE
Belgium,All,BE04.03.2020,04.03.2020,f,0,25,Count,Measure,0,BE
Belgium,All,BE04.03.2020,04.03.2020,f,25,20,Count,Measure,0,BE
Belgium,All,BE04.03.2020,04.03.2020,f,45,20,Count,Measure,0,BE
Belgium,All,BE04.03.2020,04.03.2020,f,65,10,Count,Measure,0,BE
Belgium,All,BE04.03.2020,04.03.2020,f,75,10,Count,Measure,0,BE
Belgium,All,BE04.03.2020,04.03.2020,f,85,20,Count,Measure,0,BE
Belgium,All,BE04.03.2020,04.03.2020,f,UNK,NA,Count,Measure,0,BE
Belgium,All,BE04.03.2020,04.03.2020,m,0,10,Count,Measure,2,BE
Belgium,All,BE04.03.2020,04.03.2020,m,10,10,Count,Measure,14,BE
Belgium,All,BE04.03.2020,04.03.2020,m,20,10,Count,Measure,8,BE
Belgium,All,BE04.03.2020,04.03.2020,m,30,10,Count,Measure,4,BE
Belgium,All,BE04.03.2020,04.03.2020,m,40,10,Count,Measure,16,BE
Belgium,All,BE04.03.2020,04.03.2020,m,50,10,Count,Measure,9,BE
Belgium,All,BE04.03.2020,04.03.2020,m,60,10,Count,Measure,5,BE
Belgium,All,BE04.03.2020,04.03.2020,m,70,10,Count,Measure,5,BE
Belgium,All,BE04.03.2020,04.03.2020,m,80,10,Count,Measure,0,BE
Belgium,All,BE04.03.2020,04.03.2020,m,90,15,Count,Measure,0,BE
Belgium,All,BE04.03.2020,04.03.2020,m,UNK,NA,Count,Measure,1,BE
Belgium,All,BE04.03.2020,04.03.2020,m,0,25,Count,Measure,0,BE
Belgium,All,BE04.03.2020,04.03.2020,m,25,20,Count,Measure,0,BE
Belgium,All,BE04.03.2020,04.03.2020,m,45,20,Count,Measure,0,BE
Belgium,All,BE04.03.2020,04.03.2020,m,65,10,Count,Measure,0,BE
Belgium,All,BE04.03.2020,04.03.2020,m,75,10,Count,Measure,0,BE
Belgium,All,BE04.03.2020,04.03.2020,m,85,20,Count,Measure,0,BE
Belgium,All,BE04.03.2020,04.03.2020,m,UNK,NA,Count,Measure,0,BE
Belgium,All,BE05.03.2020,05.03.2020,b,0,10,Count,Measure,7,BE
Belgium,All,BE05.03.2020,05.03.2020,b,10,10,Count,Measure,30,BE
Belgium,All,BE05.03.2020,05.03.2020,b,20,10,Count,Measure,30,BE
Belgium,All,BE05.03.2020,05.03.2020,b,30,10,Count,Measure,21,BE
Belgium,All,BE05.03.2020,05.03.2020,b,40,10,Count,Measure,49,BE
Belgium,All,BE05.03.2020,05.03.2020,b,50,10,Count,Measure,37,BE
Belgium,All,BE05.03.2020,05.03.2020,b,60,10,Count,Measure,16,BE
Belgium,All,BE05.03.2020,05.03.2020,b,70,10,Count,Measure,12,BE
Belgium,All,BE05.03.2020,05.03.2020,b,80,10,Count,Measure,1,BE
Belgium,All,BE05.03.2020,05.03.2020,b,90,15,Count,Measure,1,BE
Belgium,All,BE05.03.2020,05.03.2020,b,UNK,NA,Count,Measure,1,BE
Belgium,All,BE05.03.2020,05.03.2020,b,0,25,Count,Measure,0,BE
Belgium,All,BE05.03.2020,05.03.2020,b,25,20,Count,Measure,0,BE
Belgium,All,BE05.03.2020,05.03.2020,b,45,20,Count,Measure,0,BE
Belgium,All,BE05.03.2020,05.03.2020,b,65,10,Count,Measure,0,BE
Belgium,All,BE05.03.2020,05.03.2020,b,75,10,Count,Measure,0,BE
Belgium,All,BE05.03.2020,05.03.2020,b,85,20,Count,Measure,0,BE
Belgium,All,BE05.03.2020,05.03.2020,b,UNK,NA,Count,Measure,0,BE
Belgium,All,BE05.03.2020,05.03.2020,f,0,10,Count,Measure,4,BE
Belgium,All,BE05.03.2020,05.03.2020,f,10,10,Count,Measure,15,BE
Belgium,All,BE05.03.2020,05.03.2020,f,20,10,Count,Measure,14,BE
Belgium,All,BE05.03.2020,05.03.2020,f,30,10,Count,Measure,12,BE
Belgium,All,BE05.03.2020,05.03.2020,f,40,10,Count,Measure,25,BE
Belgium,All,BE05.03.2020,05.03.2020,f,50,10,Count,Measure,14,BE
Belgium,All,BE05.03.2020,05.03.2020,f,60,10,Count,Measure,7,BE
Belgium,All,BE05.03.2020,05.03.2020,f,70,10,Count,Measure,4,BE
Belgium,All,BE05.03.2020,05.03.2020,f,80,10,Count,Measure,1,BE
Belgium,All,BE05.03.2020,05.03.2020,f,90,15,Count,Measure,1,BE
Belgium,All,BE05.03.2020,05.03.2020,f,UNK,NA,Count,Measure,0,BE
Belgium,All,BE05.03.2020,05.03.2020,f,0,25,Count,Measure,0,BE
Belgium,All,BE05.03.2020,05.03.2020,f,25,20,Count,Measure,0,BE
Belgium,All,BE05.03.2020,05.03.2020,f,45,20,Count,Measure,0,BE
Belgium,All,BE05.03.2020,05.03.2020,f,65,10,Count,Measure,0,BE
Belgium,All,BE05.03.2020,05.03.2020,f,75,10,Count,Measure,0,BE
Belgium,All,BE05.03.2020,05.03.2020,f,85,20,Count,Measure,0,BE
Belgium,All,BE05.03.2020,05.03.2020,f,UNK,NA,Count,Measure,0,BE
Belgium,All,BE05.03.2020,05.03.2020,m,0,10,Count,Measure,3,BE
Belgium,All,BE05.03.2020,05.03.2020,m,10,10,Count,Measure,15,BE
Belgium,All,BE05.03.2020,05.03.2020,m,20,10,Count,Measure,16,BE
Belgium,All,BE05.03.2020,05.03.2020,m,30,10,Count,Measure,9,BE
Belgium,All,BE05.03.2020,05.03.2020,m,40,10,Count,Measure,24,BE
Belgium,All,BE05.03.2020,05.03.2020,m,50,10,Count,Measure,23,BE
Belgium,All,BE05.03.2020,05.03.2020,m,60,10,Count,Measure,9,BE
Belgium,All,BE05.03.2020,05.03.2020,m,70,10,Count,Measure,8,BE
Belgium,All,BE05.03.2020,05.03.2020,m,80,10,Count,Measure,0,BE
Belgium,All,BE05.03.2020,05.03.2020,m,90,15,Count,Measure,0,BE
Belgium,All,BE05.03.2020,05.03.2020,m,UNK,NA,Count,Measure,1,BE
Belgium,All,BE05.03.2020,05.03.2020,m,0,25,Count,Measure,0,BE
Belgium,All,BE05.03.2020,05.03.2020,m,25,20,Count,Measure,0,BE
Belgium,All,BE05.03.2020,05.03.2020,m,45,20,Count,Measure,0,BE
Belgium,All,BE05.03.2020,05.03.2020,m,65,10,Count,Measure,0,BE
Belgium,All,BE05.03.2020,05.03.2020,m,75,10,Count,Measure,0,BE
Belgium,All,BE05.03.2020,05.03.2020,m,85,20,Count,Measure,0,BE
Belgium,All,BE05.03.2020,05.03.2020,m,UNK,NA,Count,Measure,0,BE
Belgium,All,BE06.03.2020,06.03.2020,b,0,10,Count,Measure,9,BE
Belgium,All,BE06.03.2020,06.03.2020,b,10,10,Count,Measure,42,BE
Belgium,All,BE06.03.2020,06.03.2020,b,20,10,Count,Measure,42,BE
Belgium,All,BE06.03.2020,06.03.2020,b,30,10,Count,Measure,34,BE
Belgium,All,BE06.03.2020,06.03.2020,b,40,10,Count,Measure,81,BE
Belgium,All,BE06.03.2020,06.03.2020,b,50,10,Count,Measure,57,BE
Belgium,All,BE06.03.2020,06.03.2020,b,60,10,Count,Measure,21,BE
Belgium,All,BE06.03.2020,06.03.2020,b,70,10,Count,Measure,19,BE
Belgium,All,BE06.03.2020,06.03.2020,b,80,10,Count,Measure,4,BE
Belgium,All,BE06.03.2020,06.03.2020,b,90,15,Count,Measure,2,BE
Belgium,All,BE06.03.2020,06.03.2020,b,UNK,NA,Count,Measure,1,BE
Belgium,All,BE06.03.2020,06.03.2020,b,0,25,Count,Measure,0,BE
Belgium,All,BE06.03.2020,06.03.2020,b,25,20,Count,Measure,0,BE
Belgium,All,BE06.03.2020,06.03.2020,b,45,20,Count,Measure,0,BE
Belgium,All,BE06.03.2020,06.03.2020,b,65,10,Count,Measure,0,BE
Belgium,All,BE06.03.2020,06.03.2020,b,75,10,Count,Measure,0,BE
Belgium,All,BE06.03.2020,06.03.2020,b,85,20,Count,Measure,0,BE
Belgium,All,BE06.03.2020,06.03.2020,b,UNK,NA,Count,Measure,0,BE
Belgium,All,BE06.03.2020,06.03.2020,f,0,10,Count,Measure,4,BE
Belgium,All,BE06.03.2020,06.03.2020,f,10,10,Count,Measure,20,BE
Belgium,All,BE06.03.2020,06.03.2020,f,20,10,Count,Measure,18,BE
Belgium,All,BE06.03.2020,06.03.2020,f,30,10,Count,Measure,19,BE
Belgium,All,BE06.03.2020,06.03.2020,f,40,10,Count,Measure,39,BE
Belgium,All,BE06.03.2020,06.03.2020,f,50,10,Count,Measure,24,BE
Belgium,All,BE06.03.2020,06.03.2020,f,60,10,Count,Measure,10,BE
Belgium,All,BE06.03.2020,06.03.2020,f,70,10,Count,Measure,7,BE
Belgium,All,BE06.03.2020,06.03.2020,f,80,10,Count,Measure,3,BE
Belgium,All,BE06.03.2020,06.03.2020,f,90,15,Count,Measure,2,BE
Belgium,All,BE06.03.2020,06.03.2020,f,UNK,NA,Count,Measure,0,BE
Belgium,All,BE06.03.2020,06.03.2020,f,0,25,Count,Measure,0,BE
Belgium,All,BE06.03.2020,06.03.2020,f,25,20,Count,Measure,0,BE
Belgium,All,BE06.03.2020,06.03.2020,f,45,20,Count,Measure,0,BE
Belgium,All,BE06.03.2020,06.03.2020,f,65,10,Count,Measure,0,BE
Belgium,All,BE06.03.2020,06.03.2020,f,75,10,Count,Measure,0,BE
Belgium,All,BE06.03.2020,06.03.2020,f,85,20,Count,Measure,0,BE
Belgium,All,BE06.03.2020,06.03.2020,f,UNK,NA,Count,Measure,0,BE
Belgium,All,BE06.03.2020,06.03.2020,m,0,10,Count,Measure,5,BE
Belgium,All,BE06.03.2020,06.03.2020,m,10,10,Count,Measure,22,BE
Belgium,All,BE06.03.2020,06.03.2020,m,20,10,Count,Measure,24,BE
Belgium,All,BE06.03.2020,06.03.2020,m,30,10,Count,Measure,15,BE
Belgium,All,BE06.03.2020,06.03.2020,m,40,10,Count,Measure,42,BE
Belgium,All,BE06.03.2020,06.03.2020,m,50,10,Count,Measure,33,BE
Belgium,All,BE06.03.2020,06.03.2020,m,60,10,Count,Measure,11,BE
Belgium,All,BE06.03.2020,06.03.2020,m,70,10,Count,Measure,12,BE
Belgium,All,BE06.03.2020,06.03.2020,m,80,10,Count,Measure,1,BE
Belgium,All,BE06.03.2020,06.03.2020,m,90,15,Count,Measure,0,BE
Belgium,All,BE06.03.2020,06.03.2020,m,UNK,NA,Count,Measure,1,BE
Belgium,All,BE06.03.2020,06.03.2020,m,0,25,Count,Measure,0,BE
Belgium,All,BE06.03.2020,06.03.2020,m,25,20,Count,Measure,0,BE
Belgium,All,BE06.03.2020,06.03.2020,m,45,20,Count,Measure,0,BE
Belgium,All,BE06.03.2020,06.03.2020,m,65,10,Count,Measure,0,BE
Belgium,All,BE06.03.2020,06.03.2020,m,75,10,Count,Measure,0,BE
Belgium,All,BE06.03.2020,06.03.2020,m,85,20,Count,Measure,0,BE
Belgium,All,BE06.03.2020,06.03.2020,m,UNK,NA,Count,Measure,0,BE
Belgium,All,BE07.03.2020,07.03.2020,b,0,10,Count,Measure,9,BE
Belgium,All,BE07.03.2020,07.03.2020,b,10,10,Count,Measure,44,BE
Belgium,All,BE07.03.2020,07.03.2020,b,20,10,Count,Measure,44,BE
Belgium,All,BE07.03.2020,07.03.2020,b,30,10,Count,Measure,38,BE
Belgium,All,BE07.03.2020,07.03.2020,b,40,10,Count,Measure,88,BE
Belgium,All,BE07.03.2020,07.03.2020,b,50,10,Count,Measure,63,BE
Belgium,All,BE07.03.2020,07.03.2020,b,60,10,Count,Measure,24,BE
Belgium,All,BE07.03.2020,07.03.2020,b,70,10,Count,Measure,21,BE
Belgium,All,BE07.03.2020,07.03.2020,b,80,10,Count,Measure,5,BE
Belgium,All,BE07.03.2020,07.03.2020,b,90,15,Count,Measure,2,BE
Belgium,All,BE07.03.2020,07.03.2020,b,UNK,NA,Count,Measure,1,BE
Belgium,All,BE07.03.2020,07.03.2020,b,0,25,Count,Measure,0,BE
Belgium,All,BE07.03.2020,07.03.2020,b,25,20,Count,Measure,0,BE
